raw_sentence,clean_text,textblob_polarity,sentiment_textblob
"https://t.co/skRyr1pusu

HIV Specialist Doctor in Delhi NCR

For Details and Appointment

Call Us- 9136363692 | 9871605858

#drvinodraina
#hivawareness
#EndHIVStigma
#Awareness
#pep
#hiv
#hivtesting
#hivspecialistindelhi
#drrainasafehands
#health
#hivprevention",#hivspecialistindelhi 9871605858 #pep 9136363692 Specialist #hivawareness Appointment #EndHIVStigma #hivtesting Call #drvinodraina Details Doctor #drrainasafehands #health #Awareness Delhi #hivprevention #hiv,0.0,Neutral
"RT @MissFaithIbanez: Hi goizzz. I'm Faith, from San Pablo. A Community-based HIV service provider of #SAIL Calamba, Laguna.

If you're lookâ€¦",Faith goizzz Laguna Pablo Community based look provider #SAIL Calamba service,0.0,Neutral
"RT @KeithHaringFdn: Repost from @callenlorde
Today is #NBHAAD and our Clinical Director of Sexual Health, Dr. Marcus Sandling is here to reâ€¦",Clinical Sandling Today Director Health Repost Sexual Marcus #NBHAAD,0.5,Positive
RT @YouKnowItsFran: FREE HIV &amp; STI Testing TOMORROW @ Little 5 Points Community Center!!! 3-7pm COVID TESTING &amp; Vaccinations too!!! #hivtesâ€¦,TOMORROW COVID Points Community Center Little FREE #hivtes Vaccinations Testing TESTING,0.04,Neutral
"Shavoun takes PrEP because it puts her in charge of her #sexualhealth. She knows that with #PrEP she is safe and in control.
#PGcounty #Maryland #Health #HIV #STI #HIVtesting #HIVpositive #HIvawareness #HIVprevention #UequalsU https://t.co/38vFtVfSlu",#sexualhealth #HIV Shavoun #Health #HIVpositive PrEP charge know #HIVprevention #STI put take #HIVtesting #UequalsU safe #PrEP #PGcounty #HIvawareness #Maryland control,0.5,Positive
FREE HIV &amp; STI Testing TOMORROW @ Little 5 Points Community Center!!! 3-7pm COVID TESTING &amp; Vaccinations too!!! #hivtesting #stitesting #hivawareness https://t.co/igZ5g5CGIg,TOMORROW COVID Points Community Center Little FREE #hivawareness #stitesting Vaccinations Testing TESTING #hivtesting,0.04,Neutral
"When it comes to HIV, young people can be especially vulnerable to misinformation, fear, and stigma. Take the first step. Know your #HIV status.
#STI #PGcounty #Health #SexualHealth #maryland #UequalsU #HIVawareness #HIVpositive #HIVtesting https://t.co/bZdHfWkpup",people vulnerable #HIVawareness #HIV #maryland #Health #HIVpositive young first especially status When #SexualHealth step #STI #HIVtesting #UequalsU misinformation #PGcounty Take fear come stigma Know,-0.04,Neutral
RT @ImroRwanda: Quarterly coordination meeting in @RuhangoDistrict to facilitate and improve access to HIV health services while reducing sâ€¦,Quarterly improve access facilitate reducing meeting health coordination service,0.0,Neutral
"Quarterly coordination meeting in @RuhangoDistrict to facilitate and improve access to HIV health services while reducing stigma and discrimination. Let's work together towards a healthier and more inclusive community. #HIVawareness 
#endstigma 
#HealthForAll https://t.co/ZkODS8ATJr",Quarterly #HealthForAll #HIVawareness towards access reducing together meeting #endstigma service healthier facilitate health coordination improve work community discrimination inclusive stigma,0.0,Neutral
"Masaya ang 3rd day ng ating basic sex education sa Deparo High School! With our volunteers and HIV counselors, we successfully imparted the basics of HIV, AIDS, STI, and the risks of teenage parenthood.

#ENDAIDS2030 #EndTheStigma #HIVAwareness #KnowYourStatus https://t.co/fm4yGKm2tq",#KnowYourStatus High ating risk teenage #EndTheStigma Masaya basic Deparo volunteer #HIVAwareness imparted parenthood #ENDAIDS2030 AIDS With education counselor successfully School,0.23,Partially Positive
"We're just days away from our Red Ribbon Gala featuring Emmy award winner and LGBTQ+ rights activist @Lavernecox! Have you purchased your tickets yet? 

Learn more at https://t.co/uhxFkumj1C

#CANCommunityHealth #RedRibbonGala2023 #TampaMuseumOfArt #endHIVstigma #HIVawareness https://t.co/ARHHsN2qvO",featuring Learn #endHIVstigma #HIVawareness winner away Emmy Ribbon LGBTQ activist right award day purchased Have Gala ticket #TampaMuseumOfArt #CANCommunityHealth #RedRibbonGala2023,0.29,Partially Positive
"Hi goizzz. I'm Faith, from San Pablo. A Community-based HIV service provider of #SAIL Calamba, Laguna.

If you're looking for a sign to get tested and know your status, this is it! âœ¨

Hit my inbox and send me message, we'll help you. 

#HIVSelfTesting #HIVawareness https://t.co/9MJOoUqns8",#HIVawareness based tested help know send Pablo message #SAIL status sign service Faith goizzz Laguna Community provider inbox Calamba #HIVSelfTesting looking,0.0,Neutral
"RT @UKPC_UG: Living with HIV is not a death sentence. With access to treatment and support, people living with HIV can live long, healthy aâ€¦",death With people access support long Living healthy living sentence live treatment,0.2,Partially Positive
"JACKSONVILLE, FL: The #CANjacksonville mobile team will be at The Azalea Project on Thur, March 23rd from 11am-3pm. Free #HIV and #HepC testing, linkage to care, Ryan White and PrEP services will be offered at 157 E 8th St in #JacksonvilleFL #Jacksonville #Duval #HIVawareness https://t.co/AV5VzMs0I6",#Duval #HIVawareness Thur #HIV #JacksonvilleFL testing White PrEP Project team JACKSONVILLE Free service #CANjacksonville offered 11am mobile March 23rd Ryan linkage Azalea #Jacksonville care #HepC,0.2,Partially Positive
"Can HIV Self-Test Help India End AIDS?

#IndiaWest #NewDelhi #HIVAwareness #HIVAIDS #HIVAidsAwareness

https://t.co/0N8IDuU7ay",#HIVAwareness #IndiaWest Test #HIVAidsAwareness #NewDelhi Help Self India #HIVAIDS AIDS,0.0,Neutral
"RT @UKPC_UG: Living with HIV is not a death sentence. With access to treatment and support, people living with HIV can live long, healthy aâ€¦",death With people access support long Living healthy living sentence live treatment,0.2,Partially Positive
"Shweta talks about how taking ART has helped her choose a healthy lifestyle and has made her life better and longer. Watch out for her inspiring journey throughout and how taking ART can lead to a healthy life.
**
#Prep #prephiv #sexualhealth #safesex #hivtreatment #hivawareness https://t.co/Lvabh4JNnx",#Prep #sexualhealth talk journey helped #hivawareness Watch lead #hivtreatment #safesex better healthy taking inspiring life longer made choose #prephiv lifestyle throughout Shweta,0.5,Positive
"NEW BLOG and VIDEO out now on YouTube

Highlights from the Fighting HIV Stigma, March Vigil and Rally. Saturday 18th March 2023 

Blog: https://t.co/ur4xms7NmG

YouTube: https://t.co/lOhWFhPte7

#HIV #HIVPositive #HIVAwareness 
#aids #hivaids  #hivprevention #aidsawareness #pride https://t.co/qoe1Nl3huC https://t.co/dIqAXlkoQK",#HIV Rally #pride BLOG Stigma VIDEO #HIVAwareness Highlights 18th Blog Fighting YouTube Vigil #aidsawareness #aids #hivaids March #hivprevention 2023 Saturday #HIVPositive,0.0,Neutral
"RT @UKPC_UG: Living with HIV is not a death sentence. With access to treatment and support, people living with HIV can live long, healthy aâ€¦",death With people access support long Living healthy living sentence live treatment,0.2,Partially Positive
"RT @UKPC_UG: Living with HIV is not a death sentence. With access to treatment and support, people living with HIV can live long, healthy aâ€¦",death With people access support long Living healthy living sentence live treatment,0.2,Partially Positive
"RT @UKPC_UG: Living with HIV is not a death sentence. With access to treatment and support, people living with HIV can live long, healthy aâ€¦",death With people access support long Living healthy living sentence live treatment,0.2,Partially Positive
"RT @UKPC_UG: Living with HIV is not a death sentence. With access to treatment and support, people living with HIV can live long, healthy aâ€¦",death With people access support long Living healthy living sentence live treatment,0.2,Partially Positive
"RT @UKPC_UG: Living with HIV is not a death sentence. With access to treatment and support, people living with HIV can live long, healthy aâ€¦",death With people access support long Living healthy living sentence live treatment,0.2,Partially Positive
"RT @UKPC_UG: Living with HIV is not a death sentence. With access to treatment and support, people living with HIV can live long, healthy aâ€¦",death With people access support long Living healthy living sentence live treatment,0.2,Partially Positive
RT @CHAMP__Rising: Meet the Team: Carnie #meettheteam #HIVawareness #fyp #shesaidwhatshesaid #forthecommunity https://t.co/YzkgeoQW3d,Team #HIVawareness #meettheteam #shesaidwhatshesaid #fyp #forthecommunity Carnie Meet,0.0,Neutral
RT @CHAMP__Rising: Let's break the taboo and talk about minority seggual health ðŸ’ªðŸ½! Comment below and follow along for more sexual health sâ€¦,seggual talk along Comment sexual taboo minority break follow health,0.5,Positive
"RT @UKPC_UG: Living with HIV is not a death sentence. With access to treatment and support, people living with HIV can live long, healthy aâ€¦",death With people access support long Living healthy living sentence live treatment,0.2,Partially Positive
"Remember to check back often as more information will be added leading up to April 19th.

Support people living with and vulnerable to HIV in your community.

#theaidsnetwork #atfl2023 #hivawareness",people vulnerable #atfl2023 information Support #theaidsnetwork often community leading added Remember 19th living #hivawareness back April check,-0.25,Partially Negative
"A friendly reminder to be kind to your body, mind &amp; soul today. Visit https://t.co/C8y3sPCakm for resources that can help you navigate an HIV/AIDS diagnosis and beyond.
#endAIDS #HIVawareness #fightHIV #stopthestigma #mentalhealth #HIV #HIVawareness #HIVprevention #HIVtreatment https://t.co/NctsiWbemM",#HIVawareness resource #HIV #HIVtreatment #mentalhealth help mind reminder #fightHIV Visit #HIVprevention soul friendly #endAIDS navigate body AIDS kind today beyond diagnosis #stopthestigma,0.49,Partially Positive
"A fantastic and candid thread on starting on PrEP.

Something more people should be aware of and may want to consider.

#HIVAwareness #UequalsU https://t.co/HX0lge3InI",#HIVAwareness people fantastic aware starting consider want #UequalsU Something PrEP thread candid,0.31,Partially Positive
"I would listen to Rise Up by: @AndraDayMusic . My son, the baby in my stomach, and that song saved my life. #yourfavehivadvocate
 #destinysmithtalkshiv #normalizingthehivconversation #HIVawareness #UequalsU",life stomach #yourfavehivadvocate #HIVawareness song would #destinysmithtalkshiv baby Rise #UequalsU saved #normalizingthehivconversation listen,0.0,Neutral
"RT @UKPC_UG: Living with HIV is not a death sentence. With access to treatment and support, people living with HIV can live long, healthy aâ€¦",death With people access support long Living healthy living sentence live treatment,0.2,Partially Positive
"""Black/African American and Hispanic/Latino communities are disproportionately affected by #HIV compared to other racial/ethnic groups...""
More info: https://t.co/Plnj9kT4Kc

#HIVawareness #StopHIV #KnowYourStatus https://t.co/N8tnQtAqOW",African racial #HIVawareness Black disproportionately info community affected #HIV ethnic #KnowYourStatus #StopHIV compared More American group Latino Hispanic,0.08,Partially Positive
"RT @UKPC_UG: Living with HIV is not a death sentence. With access to treatment and support, people living with HIV can live long, healthy aâ€¦",death With people access support long Living healthy living sentence live treatment,0.2,Partially Positive
"RT @UKPC_UG: Living with HIV is not a death sentence. With access to treatment and support, people living with HIV can live long, healthy aâ€¦",death With people access support long Living healthy living sentence live treatment,0.2,Partially Positive
"RT @UKPC_UG: Living with HIV is not a death sentence. With access to treatment and support, people living with HIV can live long, healthy aâ€¦",death With people access support long Living healthy living sentence live treatment,0.2,Partially Positive
"RT @UKPC_UG: Living with HIV is not a death sentence. With access to treatment and support, people living with HIV can live long, healthy aâ€¦",death With people access support long Living healthy living sentence live treatment,0.2,Partially Positive
"Yesterday we recognized National Native HIV/AIDS Awareness Day.  The theme for 2023 is â€œWeaving Our Horizon: Strength. CommUnity. Equity.â€

Visit: https://t.co/CnTQkPwjnt

#NNHAAD #NNHAAD2023 #NativeHIV #unitedwerise #BlackTwitter #Blackbody #BlackAIDS #HIVAIDS #HIVawareness",National #BlackAIDS Equity #HIVawareness #NativeHIV Weaving Horizon CommUnity theme Visit #unitedwerise Yesterday #HIVAIDS #NNHAAD2023 AIDS #BlackTwitter #Blackbody Awareness #NNHAAD 2023 Native Strength recognized,0.0,Neutral
"Learn about the medicine wheel from Keith Haring Nurse Practitioner Fellow, Kyle Durrant, in honor of National Native HIV/AIDS Awareness Day ðŸŒž

#NNHAAD #HIVAwareness https://t.co/Ccxtpk0Sdw",National medicine honor Learn Keith Nurse #HIVAwareness Haring Awareness #NNHAAD Durrant Fellow Kyle Practitioner wheel Native AIDS,0.0,Neutral
Find a FREE HIV testing and prevention center near you &gt; https://t.co/QPtJFy99K8 #hivprevention #hivawareness #womenshistorymonth,near #womenshistorymonth #hivprevention center FREE prevention #hivawareness Find testing,0.13,Partially Positive
"RT @UKPC_UG: Living with HIV is not a death sentence. With access to treatment and support, people living with HIV can live long, healthy aâ€¦",death With people access support long Living healthy living sentence live treatment,0.2,Partially Positive
"RT @UKPC_UG: Living with HIV is not a death sentence. With access to treatment and support, people living with HIV can live long, healthy aâ€¦",death With people access support long Living healthy living sentence live treatment,0.2,Partially Positive
"RT @UKPC_UG: Living with HIV is not a death sentence. With access to treatment and support, people living with HIV can live long, healthy aâ€¦",death With people access support long Living healthy living sentence live treatment,0.2,Partially Positive
"#CANCommunityHealth wants to thank all of our sponsors who are making this yearâ€™s #RedRibbonGala possible! Thank you for your support!
 
To learn more about this yearâ€™s gala, visit https://t.co/uhxFkumQRa
 
#RedRibbonGala2023 #TampaMuseumOfArt #endHIVstigma #HIVawareness https://t.co/a7kwEPIuhL",#endHIVstigma thank support making learn #RedRibbonGala2023 #HIVawareness gala sponsor year #RedRibbonGala Thank #TampaMuseumOfArt want possible #CANCommunityHealth visit,0.0,Neutral
"RT @MesmacB: Did you know we have a regular HIV support group running in Bradford city centre?

Call Kemi if you'd like to come along
ðŸ“ž0787â€¦",Call running know support regular centre along 0787 come city group like Kemi Bradford,0.0,Neutral
"RT @UKPC_UG: Living with HIV is not a death sentence. With access to treatment and support, people living with HIV can live long, healthy aâ€¦",death With people access support long Living healthy living sentence live treatment,0.2,Partially Positive
"To know more about HIV/AIDS, dial the toll-free helpline number 1097 or download the NACO app!

#à¤•à¥‹à¤£à¤œà¤¾à¤¤à¤²à¥‹à¤œà¤¾à¤£à¤•à¤¾à¤° #beinformed #KnowHIV #knowAIDS #stayinformed #dial1097 #NACOApp #HIVawareness #AIDSawareness #HIV #AIDS #goasacs https://t.co/sAS95OkehF",toll #HIVawareness #knowAIDS #HIV number #NACOApp #dial1097 dial know #stayinformed #beinformed download #AIDSawareness #KnowHIV #AIDS #goasacs free helpline 1097 AIDS NACO,0.4,Partially Positive
"RT @UKPC_UG: Living with HIV is not a death sentence. With access to treatment and support, people living with HIV can live long, healthy aâ€¦",death With people access support long Living healthy living sentence live treatment,0.2,Partially Positive
"Worst status of HIV is UNKNOWN. Book you test at @marylebonelab to know your status. Link in bio.

#marylebonelab #London #HIV #hivpositive #hivnegative #hivtest #blood #bloodtest #bloodtests #hivawareness #hivprevention #hivcure #hivtesting #hivtestweek #stdtesting #stdtest https://t.co/pHdLWS76gW",#stdtest #HIV #hivawareness #stdtesting #bloodtests #hivtesting know #blood Worst #London #hivtestweek UNKNOWN status #hivcure #hivtest #hivpositive #hivnegative #bloodtest Link #hivprevention #marylebonelab test Book,-0.55,Negative
"Did you know we have a regular HIV support group running in Bradford city centre?

Call Kemi if you'd like to come along
ðŸ“ž07872398718
 
#HIV #HIVPositive #HIVPrevention #EndHIVStigma #HIVAwareness #UEqualsU #KnowYourStatus #HIVWarrior #LivingWithHIV https://t.co/Z3PfGzEDrW",support centre #KnowYourStatus #HIV group Kemi #EndHIVStigma #LivingWithHIV Call know running #HIVAwareness #HIVPrevention Bradford #HIVWarrior regular along 07872398718 come city like #HIVPositive #UEqualsU,0.0,Neutral
